Dung lượng RAM,Wi-Fi,Loại CPU,4star,Tính năng đặc biệt,3star,Ổ cứng,Bluetooth,old_price,Chất liệu tấm nền,Loại card đồ họa,Khe đọc thẻ nhớ,item_name,Hệ điều hành,2star,Công nghệ màn hình,Công nghệ âm thanh,5star,comment_count,Độ phân giải màn hình,Webcam,Kích thước,Loại RAM,Độ phân giải ,Trọng lượng,Màn hình cảm ứng,Cổng giao tiếp,1star,Chất liệu,url,Kích thước màn hình,Đèn bàn phím,Pin,special_price
8GB,802.11 ax,"Intel Core i5-10300H 2.5GHz, 8MB",0,"Ổ cứng SSD, Wi-Fi 6",0,512GB SSD M.2 NVMe,Bluetooth® 5.0,22.490.000,Tấm nền IPS,NVIDIA GEFORCE GTX 1650Ti 4GB G6,,Laptop Lenovo Ideapad Gaming 3 15IMH05 81Y400Y8VN,Windows 10 Home SL,0,"15.6"" FHD IPS",Dolby AudioPremium,2,136,1920 x 1080 pixels (FullHD),HD webcam có màn trập bảo mật,380 x 265 x 25.8 (mm),,Full HD,2.4kg,Không,"2 x USB 3.1 (Gen 1), 1 x USB-C 3.1, 1 x HDMI 2.0",0,Vỏ nhựa,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15imh05.html,15.6 inches,Có,3Cell,20.590.000
8GB,Intel Wi-Fi 6 AX201(2*2 ax),AMD Ryzen 7 5800H,0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0, 512GB SSD NVMe M.2 PCIe Gen 3 x 4,v5.0,24.990.000,Tấm nền IPS,Radeon RX5500M 4GB,Có,Laptop MSI Gaming Bravo 15 B5DD-028VN,Windows 10 Home SL,0,Tần số quét 144Hz,"2 loa, Realtek High Definition Audio",1,73,1920 x 1080 pixels (FullHD),720p FaceTime HD camera,359 x 254 x 21.7 mm,"DDR4 3200MHz (1 x 8GB), 2 khe cắm hỗ trợ tối đa 32GB",Full HD,1.9 kg,Không,1x (4K @ 30Hz) HDMI 1x RJ45 1x Type-C USB3.2 Gen1 3x Type-A USB3.2 Gen1,0,,https://cellphones.com.vn/laptop-msi-bravo-15-b5dd-028vn.html,15.6 inches,Có,3 Cell,23.990.000
8GB, Intel Wi-Fi 6 AX201(2*2 ax),AMD Ryzen 5 5600H,0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0,512GB SSD NVMe M.2 PCIe Gen 3 x 4,v5.0,21.990.000,Tấm nền IPS,Radeon RX5500M 4GB,Có,Laptop MSI Gaming Bravo 15 B5DD-027VN,Windows 10 Home SL,0,Tần số quét 144Hz,"2 loa, Realtek High Definition Audio",2,171,1920 x 1080 pixels (FullHD),720p FaceTime HD camera,359 x 254 x 21.7 mm,"DDR4 3200MHz (1 x 8GB), 2 khe cắm, hỗ trợ tối đa 32GB",Full HD,1.9 kg,Không,1x (4K @ 30Hz) HDMI 1x RJ45 1x Type-C USB3.2 Gen1 3x Type-A USB3.2 Gen1,0,Vỏ nhựa,https://cellphones.com.vn/laptop-msi-bravo-15-b5dd-027vn.html,15.6 inches,Có,3 Cell,21.190.000
8GB,Intel Wi-Fi 6 AX201(2*2 ax),AMD Ryzen 5 – 4600H,2,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",1,"256GB SSD NVMe M.2 PCIe Gen 3×2, 1 slot SSD NVMe M.2 PCIe Gen3 X4 hoặc M.2 SATA II",v5.0,19.490.000,,Radeon RX5300M 3GB,Có,Laptop MSI Gaming BRAVO 15 A4DCR-270VN,Windows 10 Home SL,0,"15.6"" FullHD (1920 x 1080). 144Hz, IPS Panel", Loa,4,255,1920 x 1080 pixels (FullHD),720p FaceTime HD camera,359 x 254 x 21.7 mm,"DDR4 3200Mhz, 2 khe cắm, hỗ trợ tối đa 32GB",Full HD,1.8 kg,Không,"1x (4K @ 30Hz) HDMI, 1x RJ45, 1x Type-C USB3.2 Gen1, 3x Type-A USB3.2 Gen1",0,,https://cellphones.com.vn/laptop-msi-gaming-bravo-15-a4dcr.html,15.6 inches,Có,3 Cell,19.090.000
8GB,802.11 ax Wi-Fi 6 ,Intel Core I5-10200H 2.4Ghz,2,"Công nghệ Intel Gaming, Ổ cứng SSD, Viền màn hình siêu mỏng",2,512GB SSD ,v5.1,24.490.000,Tấm nền IPS,Nvidia GTX1650Ti 4GB,,Laptop MSI Gaming GL75 Leopard 10SCSK 056VN,Windows 10,0,Màn hình LCDTần số quét 144hz,,2,181,1080 x 1920 pixels (FullHD),HD type (30fps@720p),398.5 x 272 x 28 mm,"DDR4 3200Mhz, 2 khe cắm, hỗ trợ tối đa 32GB",Full HD,"2,60 Kg",Không,"1x Mic-In, 1x Headphone-Out, RJ45, Card Reader, HDMI (4K @ 30Hz), Mini-DisplayPort, USB 3.2 Gen 1 Type C, USB 3.2 Gen 1 Type A",0,,https://cellphones.com.vn/laptop-msi-gaming-gl75-leopard-10scsk-056vn.html,17.3 inches,Có,41 Whrs ,21.390.000
8GB,Wi-Fi 802.11 b/g/n/ac,"Intel Core i5 2 nhân tốc độ 1.8 GHz, Turbo Boost lên đến 2.9 GHz, 3 MB L3 cache",0,Ổ cứng SSD,0,128GB SSD,4,21.000.000,,Intel HD Graphics 6000,Có,Apple MacBook Air 13 inch 128GB MQD32 I Chính hãng Apple Việt Nam,OS X Sierra,0,,,0,306,1440 x 900 pixels,,32.5 x 22.7 x 1.7 cm (12.8 x 8.94 x 0.68 in),,Retina,1.35 kg (2.96 lb),Không,2 cổng USB 3 1 cổng Thunderbolt 2Cổng sạc Magsafe 2,0,,https://cellphones.com.vn/apple-macbook-air-13-inch-128-gb-mqd32-chinh-hang.html,13.3 inches,,Li-Po 54 Wh,20.000.000
4GB,WiFi 6,"Core i3-1005G1 (2 nhân 4 luồng), Turbo 3.4 GHz, 4MB Cache",0,"Ổ cứng SSD, Wi-Fi 6",0,128 SSD NVMe (max 1 ổ),v5.0,12.990.000,Tấm nền IPS,Intel UHD G1,Có,Laptop ASUS VivoBook X413JA,Windows 10 Home SL ,0,,SonicMaster ,0,109,1920 x 1080 pixels (FullHD),VGA,32 x 21 x 1.8 cm,"DDR4- 2400, không hỗ trợ nâng cấp",Full HD,1.4 kg,Không,"HDMI, audio + mic combo, thẻ nhớ microSD, USB-A 3.0, USB 3.1 Type-C",0,Vỏ nhựa,https://cellphones.com.vn/laptop-asus-vivobook-x413ja.html,14 inches,,42W,11.950.000
8GB,Intel Wi-Fi 6(Gig+) 2x2,"AMD Ryzen 7-5800HS 2.8GHz up to 4.4GHz, 8 cores 16 threads",0,"Ổ cứng SSD, Wi-Fi 6, Bảo mật vân tay",0, 512GB SSD M.2 NVMe PCIe,Bluetooth 5.1,28.990.000,Tấm nền IPS,NVIDIA GeForce GTX 1650 4GB GDDR6,Có,Laptop ASUS Gaming ROG Zephyrus G14 GA401QH-HZ035T,Windows 10 Home,0,"Tần số quét 144Hz, 100% sRGB",Dolby Atmos,3,124,1920 x 1080 pixels (FullHD),Không tích hợp,32.4(W) x 22.0(D) x 1.79(H) cm,DDR4 3200MHz 8GB onboard + 1 khe trống,Full HD,1.7 KG,Không,"1x Type C USB 3.2 Gen 2 2x Type A USB 3.2 Gen 1 1x Type C USB 3.2 Gen 2 with Power Delivery, Display Port and G-Sync 1 x HDMI 2.0b Giắc cắm âm thanh kết hợp 1 x 3,5 mm",0,Vỏ kim loại,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-ga401qh-hz035t.html,14 inches,Có,"4-cell, 76WHrs",27.990.000
8GB,Intel Wi-Fi 6 AX201(2*2 ax),Core i5-1135G7,0,"Ổ cứng SSD, Wi-Fi 6, Màn hình cảm ứng, Viền màn hình siêu mỏng",0,128GB SSD,v5.0,31.590.000,Tấm nền IPS,Intel Iris X Graphics,Có,Surface Pro 7 Plus Core i5 / 8GB / 128GB Chính Hãng,Windows 10 Pro,0,"IPS Glossy, 60 Hz, 395 nits","Dolby Audio, 2 loa",1,29,2736 x 1824 pixels,"Camera trước: 5.0MP, 1080p full HD  Camera sau: 8.0MP, 1080p full HD",292 mm x 201 mm x 8.5 mm,"LPDDR4x, Không hỗ trợ nâng cấp",2K (Quad HD),770g,Có,1 x USB-C 1 x full-size USB-A 3.5mm headphone jack 1 x Surface Connect port MicroSDXC card reader (Wi-Fi),0,,https://cellphones.com.vn/surface-pro-7-plus.html,12.3 inches,,4 Cell,24.990.000
16GB,Wi-Fi 6: IEEE 802.11 a/b/g/n/ac/ax compatible,10th Gen Intel® Core™ i7-1065G7,0,"Ổ cứng SSD, Wi-Fi 6, Xoay gập 360 độ (2 in 1), Màn hình cảm ứng, Nhận diện khuôn mặt",0,256GB BGA PCIe SSD,Bluetooth Wireless 5.0 technology,45.990.000,Tấm nền IPS,Intel® Iris® Plus Graphics,,Surface Pro 7 Core i7 / 16GB / 256GB Chính Hãng,Windows 10 Home,0,"PixelSense™ Display , Aspect ratio: 3:2, 60 Hz, 395 nits, 95% sRGB","Dolby Audio, 2 loa",0,16,2736 x 1824 pixels,"Camera trước: 5.0MP, 1080p full HD  Camera sau: 8.0MP, 1080p full HD",292 mm x 201 mm x 8.5 mm,LPDDR4X 3733 MHz,,776 g,Có,1 x Surface Connect 1 x Headset jack  1 x Cover port,0,,https://cellphones.com.vn/surface-laptop-pro-7-core-i7-ram-16gb-ssd-256gb-12-3inch.html,12.3 inches,Không,"43.2 Wh, 60W power supply with USB-A (5W) (65W total) , Supports Fast Charge (0-80% in just over one hour)",33.810.000
8GB,Wi-Fi 6: IEEE 802.11 a/b/g/n/ac/ax compatible,10th Gen Intel® Core™ i5-1035G4,1,"Ổ cứng SSD, Wi-Fi 6, Xoay gập 360 độ (2 in 1), Màn hình cảm ứng, Nhận diện khuôn mặt",0,256GB BGA PCIe SSD,Bluetooth Wireless 5.0 technology,29.990.000,Tấm nền IPS,Intel® Iris® Plus Graphics,,Surface Pro 7 Core i5 / 8GB / 256GB Chính Hãng,Windows 10 Home,0,"PixelSense™ Display , Aspect ratio: 3:2","Dolby Audio, 2 loa",0,36,2736 x 1824 pixels,"Camera trước: 5.0MP, 1080p full HD  Camera sau: 8.0MP, 1080p full HD ",292 mm x 201 mm x 8.5 mm,,,776 g,Có,1 x Surface Connect 1 x Headset jack  1 x Cover port,0,,https://cellphones.com.vn/surface-laptop-pro-7-core-i5-ram-8gb-ssd-256gb-12-3inch.html,12.3 inches,,"43.2 Wh, 60W power supply with USB-A (5W) (65W total) , Supports Fast Charge (0-80% in just over one hour)",24.990.000
4GB,Wi-Fi 6: IEEE 802.11 a/b/g/n/ac/ax compatible,10th Gen Intel® Core™ i3-1005G1,0,"Ổ cứng SSD, Wi-Fi 6, Xoay gập 360 độ (2 in 1), Màn hình cảm ứng, Viền màn hình siêu mỏng, Nhận diện khuôn mặt",0,128GB BGA PCIe SSD,Bluetooth Wireless 5.0 technology,18.990.000,,"Intel® UHD Graphics, 300 MHz to 900 MHz, 32 Execution Units",,Surface Pro 7 Core i3 / 4GB / 128GB Chính Hãng,"PixelSense™ Display , Aspect ratio: 3:2",0,"PixelSense™ Display , Aspect ratio: 3:2",,2,49,2736 x 1824 pixels,,292 mm x 201 mm x 8.5 mm,,,775 g,Có,1 x Surface Connect 1 x Headset jack  1 x Cover port,0,Vỏ kim loại,https://cellphones.com.vn/surface-laptop-pro-7-core-i3-ram-4gb-ssd-128gb-12-3inch.html,12.3 inches,,"43.2 Wh, 60W power supply with USB-A (5W) (65W total) , Supports Fast Charge (0-80% in just over one hour)",15.990.000
8GB,Wi-Fi 6: IEEE 802.11 a/b/g/n/ac/ax compatible,10th Gen Intel® Core™ i5-1035G4,0,"Ổ cứng SSD, Wi-Fi 6, Xoay gập 360 độ (2 in 1), Màn hình cảm ứng, Viền màn hình siêu mỏng, Nhận diện khuôn mặt",1,128GB BGA PCIe SSD,Bluetooth Wireless 5.0 technology,23.990.000,Tấm nền IPS,Intel® Iris® Plus Graphics,,Surface Pro 7 Core i5 / 8GB / 128GB Chính Hãng,Windows 10 Home,0,"PixelSense™ Display , Aspect ratio: 3:2","Dolby Audio, 2 Loa",2,123,2736 x 1824 pixels,"Camera trước: 5.0MP, 1080p Full HD video  Camera sau: 8.0MP, 1080p full HD",292 mm x 201 mm x 8.5 mm,LPDDR4X 3733 MHz,,776 g,Có,1 x Surface Connect 1 x Headset jack  1 x Cover port,0,Vỏ kim loại,https://cellphones.com.vn/surface-laptop-pro-7-core-i5-ram-8gb-ssd-128gb-12-3inch.html,12.3 inches,,"43.2 Wh, 60W power supply with USB-A (5W) (65W total) , Supports Fast Charge (0-80% in just over one hour)",20.990.000
8GB,802.11ac 1x1 WiFi ,"AMD Ryzen™ 5-3500U, 2.10GHz upto 3.70GHz, 4 MB cache, 4 cores 8 threads",0,Ổ cứng SSD,0,512SSD M2 PCIe NVMe,v5.0,18.490.000,,AMD Radeon™ Graphics,Có,Laptop Dell Vostro 3405 V4R53500U003W,Windows 10 Home SL,0,14.0 inch FHD (1920 x 1080) Anti-Glare,,3,90,1920 x 1080 pixels (FullHD),,32.8 x 23.9 x 1.99 cm,,Full HD,1.6 Kg,Không,"2 USB 3.2 Gen1 Type-A ports, 1 USB 2.0 port, 1 HDMI 1.4 port, 1x jack 3.5mm",0,,https://cellphones.com.vn/laptop-dell-vostro-3405-ryzen-5.html,14 inches,,3 cell - 45Whr,17.990.000
4GB,802.11ac 1x1 WiFi ,"AMD Ryzen™ 5-3500U, 2.10GHz upto 3.70GHz, 4 MB cache, 4 cores 8 threads",0,Ổ cứng SSD,0,256GB SSD M2 PCIe NVMe,v5.0,15.790.000,Tấm nền VA,AMD Radeon™ Graphics,Có,Laptop Dell Vostro 3405 V4R53500U001W,Windows 10 Home SL,0,14.0 inch FHD (1920 x 1080) Anti-Glare,Realtek High Definition Audio,0,25,1920 x 1080 pixels (FullHD),HD webcam,32.8 x 23.9 x 1.99 cm,4GB DDR4 2400 MHz 2 khe (1 khe 4GB + 1 khe rời),Full HD,1.64 kg,Không,"2 USB 3.2 Gen1 Type-A ports, 1 USB 2.0 port, 1 HDMI 1.4 port, 1x jack 3.5mm",0,Vỏ nhựa,https://cellphones.com.vn/laptop-dell-vostro-3405-ryzen-5-ram-4gb-ssd-256gb.html,14 inches,Không,3 cell - 45Whr,15.690.000
,WiFi 802.11ac 1x1,"AMD Ryzen™ R7-3700U Processor, 2.30GHz up to 4.00GHz, 4 nhân 8 luồng, 4MB Cache",0,,0,512GB SSD M.2 PCIe NVMe,v5.0,,,AMD Radeon™ RX Vega 10 Graphics,,Laptop Dell Vostro 3405 70227396,Windows 10 Home SL,0,14.0 Inch FHD Anti-glare LED Backlight Non-Touch Narrow Border WVA Display,,0,15,1920 x 1080 pixels (FullHD),,328.70 mm x 239.50 mm x 18.10 mm ~ 19.90 mm,,,1.59 kg,,"2 x USB 3.2 Gen1 Type-A ports, 1 x USB 2.0 port, 1 x HDMI 1.4b, 1 x microSD card slot, 1 x Universal Audio Jack",0,,https://cellphones.com.vn/laptop-dell-vostro-3405.html,14 inches,,3Cell 42WHrs,
4GB,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1),Intel Core i3-1115G4,0,Ổ cứng SSD,0,256 GB PCIe NVMe M.2 SSD,v4.2,13.990.000,, Intel UHD Graphics,Có,Laptop HP 14-DQ2055WM 39K15UA - Nhập khẩu chính hãng,Windows 10 Home SL ,0,"Màn hình chống chói, 250 nits, 45% NTSC",2 Loa 2W,0,140,1920 x 1080 pixels (FullHD),HP True Vision 720p HD camera,32.4 x 22.5 x 1.79 cm,"DDR4-2666 MHz RAM (1 x 4 GB), 1 khe cắm hỗ trợ tối đa 8gb",Full HD,1.46 kg,Không,1 x SuperSpeed USB Type-C® 5Gbps signaling rate 2 x SuperSpeed USB Type-A 5Gbps signaling rate 1 x HDMI 1.4b 1 x Combo jack tai nghe 3.5mm,0,Vỏ nhựa,https://cellphones.com.vn/laptop-hp-14-dq2055wm-39k15ua.html,14 inches,,"3-cell, 41 Wh Li-ion",13.590.000
4GB,Wi-Fi 5(802.11ac),"Intel Pentium Silver N5030, tốc độ 1.1 GHz tối đa lên đến 3.1 GHz, bộ nhớ đệm 4MB",0,Ổ cứng SSD,0,256GB M.2 NVMe PCIe® 3.0 SSD,Bluetooth 4.1 (Dual band) 1*1,,, Intel® UHD Graphics 600,Có,Laptop ASUS VivoBook X415MA-BV088T,Windows 10 Home SL,0,"Anti-glare display, LED Backlit, 200nits, NTSC: 45%","ASUS SonicMaster stereo, 2 loa",0,138,1366 x 768 pixels (HD+),VGA Web Camera,328 x 246 x 21.9 ~22.9 mm,"DDR4 2666MHz, 1 khe cắm, hỗ trợ tối đa 8GB",HD,1.5kg,Không,1 cổng USB 3.2 Gen 1 Type-A  1 cổng USB 3.2 Gen 1 Type-C 2 cổng USB 2.0 Type-A,0,,https://cellphones.com.vn/laptop-asus-vivobook-x415ma-pentium-n5030.html,14 inches,Không,"2-cell, 37WHrs",9.390.000
8GB,802.11AC (2x2),AMD Ryzen 5 4600H,1,Ổ cứng SSD,0,256GB SSD,v5.0,18.690.000,Tấm nền IPS,NVIDIA GeForce GTX 1650 4GB,,Laptop Lenovo Ideapad Gaming 3 15ARH05 82EY00JXVN,Windows 10 ,0,"IPS, độ sáng 250nits, chống chói, tần số quét 120Hz","2 Loa, HD Audio, Dolby Audio",2,246,1080 x 1920 pixels (FullHD),HD 720p,359 x 249.6 x 24.9 (mm)," DDR4 3200MHz, 2 khe cắm, hỗ trợ lên đến 16GB",Full HD,2.2 kg,Không,2x USB 3.1 Gen 1  1x USB 3.1 Type-C Gen 1 1x HDMI 2.0  1x RJ-45,0,,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15arh05-82ey00jxvn.html,15.6 inches,Có,3 Cell 45WHr,17.820.000
8GB, 802.11ax 2x2,Intel Core i5-10300H,0,"Công nghệ Intel Gaming, Ổ cứng SSD",0,512GB SSD,v5.0,21.990.000,Tấm nền IPS,NVIDIA GeForce GTX 1650 4GB GDDR6,,Laptop Lenovo Ideapad Gaming 3 15IMH05 81Y400X0VN,Window 10,0,"IPS, độ sáng 250nits chống chói, tần số quét 120Hz","HD Audio, Dolby Audio, stereo speakers, 1.5W x 2",1,307,1080 x 1920 pixels (FullHD),720p,359 x 249.6 x 24.9 mm,"DDR4 2933MHz, 2 khe, hỗ trợ tối đa 16GB",Full HD,2.2kg,Không,2 x USB 3.2 Gen 1  1 x USB-C 3.2 Gen 1  Kết nối HDMI/VGA  1 x HDMI 2.0  1 x headphone/microphone combo jack (3.5mm),0,,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15imh05-81y400x0vn.html,15.6 inches,Có, 3Cell 45WHrs,19.160.000
8GB,"11ax, 2x2 ",AMD Ryzen 7-4800H,0,Ổ cứng SSD,0,512GB SSD,v5.1,,Tấm nền IPS,NVIDIA GeForce GTX 1650 4GB GDDR6,,Laptop Lenovo Ideapad Gaming 3 15ARH05 82EY00N3VN,Windows 10 Home,0,"IPS, độ sáng 250nits chống chói, tần số quét 120Hz","Realtek High Definition Audio (Dolby Audio, stereo speakers, 1.5W x 2)",0,91,1080 x 1920 pixels (FullHD),HD Web Camera,359 x 249.6 x 24.9 mm,"SO-DIMM DDR4-3200Mhz (2 khe, hỗ trợ tối đa 16GB)",Full HD,2.2 kg,Không,1 x USB-C 3.2 Gen 1  2x USB 3.2 Gen 1  1x HDMI 2.0  1x headphone/microphone combo jack (3.5mm),0,,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15arh05-82ey00n3vn.html,15.6 inches,Có,"3 Cell, 45Wh",
8GB,802.11 ax,Intel® Core™ i7-10750H,0,"Công nghệ Intel Gaming, Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0,512GB SSD M.2 NVMe,Bluetooth® 5.0,25.490.000,Tấm nền IPS,NVIDIA GEFORCE GTX 1650Ti 4GB,,Laptop Lenovo Ideapad Gaming 3 15IMH05 81Y400Y9VN,Windows 10 Home SL,0," 15.6 inch FHD (1920x1080) IPS 250nits Anti-glare, 120Hz",Dolby Audio,0,92,1920 x 1080 pixels (FullHD),HD webcam có màn trập bảo mật,359mm x 249.6mm x 24.9mm,"DDR4 3200HZ, 2 khe tối đa 16GB",Full HD,2.2kg,Không,"2 x USB 3.1 (Gen 1), 1 x USB-C 3.1, 1 x HDMI 2.0",0,,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15imh05-i7.html,15.6 inches,,3Cell 45WH,22.290.000
8GB,802.11 ax,"Intel Core i5-10300H 2.5GHz, 8MB",0,"Ổ cứng SSD, Wi-Fi 6",0,512GB SSD M.2 NVMe,Bluetooth® 5.0,22.490.000,Tấm nền IPS,NVIDIA GEFORCE GTX 1650Ti 4GB G6,,Laptop Lenovo Ideapad Gaming 3 15IMH05 81Y400Y8VN,Windows 10 Home SL,0,"15.6"" FHD IPS",Dolby AudioPremium,2,136,1920 x 1080 pixels (FullHD),HD webcam có màn trập bảo mật,380 x 265 x 25.8 (mm),,Full HD,2.4kg,Không,"2 x USB 3.1 (Gen 1), 1 x USB-C 3.1, 1 x HDMI 2.0",0,Vỏ nhựa,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15imh05.html,15.6 inches,Có,3Cell,20.590.000
8GB,Wi-Fi 5 802.11ac,Intel® Core I7-1065G7,0,Ổ cứng SSD,0,256GB SSD + 1TB HDD,v4.1,20.990.000,Tấm nền IPS,Intel® Iris® Plus,Có,Laptop ASUS Vivobook X512JA-211 - Nhập khẩu chính hãng,Windows 10 Home SL ,0,,,0,21,1920 x 1080 pixels (FullHD),VGA,,"DDR4 3200MHz, 8GB (4GB onboard+ 4GB), 1 khe ram tối đa nâng cấp 20GB",Full HD,1.80 kg,Không,USB 2.0 USB 3.0 USB Tipo-C 1x HDMI  1x 3.5mm Combo Audio Jack,0,,https://cellphones.com.vn/laptop-asus-vivobook-x512ja-211.html,15.6 inches,,"2-cell, 37WHrs",19.990.000
8GB,802.11AX (2X2),Intel Core i7-11800H 2.3GHz up to 4.6GHz 24MB,0,"Công nghệ Intel Gaming, Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0,512GB SSD NVMe M.2 PCIe Gen 3 x 4,v5.2,28.490.000,Tấm nền IPS,"NVIDIA GeForce RTX 3050 4GB GDDR6, Up to 1600MHz at 60W (75W with Dynamic Boost)",Có,Laptop ASUS Gaming TUF FX506HC-HN001T,Windows 10 Home SL ,0,"Tần số quét 144Hz, màn hình chống chói, 45% NTSC, 63% sRGB",DTS:X® Ultra,3,39,1920 x 1080 pixels (FullHD),720p HD camera,35.9 x 25.6 x 2.47 ~ 2.49 cm,DDR4 8GB (1 x 8GB) 3200MHz; 2 khe cắm tối đa 64GB ,Full HD,2.3 kg,Không,1x Thunderbolt 4 support DisplayPort 3x USB 3.2 Gen 1 Type-A 1x RJ-45 LAN 1x HDMI 2.0B 1x COMBO audio jack,0,Vỏ nhựa,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx506hc-hn001t.html,15.6 inches,Có,3 Cell 48WHr,27.090.000
8GB,802.11AX (2X2),Intel Core i5-11400H 2.7GHz up to 4.5GHz 12MB,0,"Công nghệ Intel Gaming, Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE),v5.2,25.990.000,Tấm nền IPS,"NVIDIA GeForce RTX 3050 4GB GDDR6, Up to 1600MHz at 60W (75W with Dynamic Boost)",Có,Laptop Asus TUF Gaming F15 FX506HC-HN002T,Windows 10 Home SL,0,"Tần số quét 144Hz, màn hình chống lóa",DTS X:Ultra Audio,1,104,1920 x 1080 pixels (FullHD),HD webcam,35.9 x 25.6 x 2.28 ~ 2.43 cm,"DDR4 2933MHz, 2 khe cắm hỗ trợ tối đa 32GB",Full HD,2.3 kg,Không,1x Thunderbolt 4 support DisplayPort 3x USB 3.2 Gen 1 Type-A 1x RJ-45 LAN 1x HDMI 2.0B 1x COMBO audio jack,0,Vỏ nhựa,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506hc-hn002t.html,15.6 inches,Có,3 Cell 48WHr,24.390.000
8GB,802.11AX (2X2),"Intel Core i5-10300H, tốc độ 2.4GHz tối đa 4.5Ghz, 8MB bộ nhớ đệm",1,"Công nghệ Intel Gaming, Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0,"512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE và 1 khe 2.5"" SATA)",Bluetooth 5.0,21.990.000,Tấm nền IPS,NVIDIA GeForce GTX 1650 4GB GDDR6,Có,Laptop ASUS Gaming FX506LH-HN002T,Windows 10 Home,0,"Tần số quét 144Hz, độ sáng tối đa 250nits, 45% NTSC, 63% sRGB",DTS Studio Sound,5,192,1920 x 1080 pixels (FullHD),720p FaceTime HD camera,360 x 262 x 25.8 ~26.9 cm,"DDR4 3200MHz, 2 khe cắm, hỗ trợ tối đa 32GB",Full HD,2.2 kg,Không,2 cổng Type-A USB 3.1 (Gen 1) 1 cổng Type-A USB2.0 1 cổng RJ-45 LAN 1 cổng HDMI 2.0B 1 cổng COMBO audio jack,0,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506lh.html,15.6 inches,Có,3 Cell 48WHr,21.890.000
8GB,802.11AX (2X2),"Intel® Core™ I7-10870H, 2.20GHz upto 5.00GHz, 16 MB cache, 8 cores 16 threads",0,"Ổ cứng SSD, Viền màn hình siêu mỏng",0,"512GB SSD M.2 PCIE G3X2, 1x slot SATA3 2.5""",v5.0,,Tấm nền IPS,NVIDIA Geforce GTX 1660Ti 6GB GDDR6,Có,Laptop ASUS Gaming FX506LU-HN138T,Windows 10 Home SL,0,"144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 45% NTSC, 63% sRGB",2 Loa,1,72,1920 x 1080 pixels (FullHD),HD Camera ,35.9(W) x 25.6(D) x 2.47 ~ 2.49(H) cm,"DDR4 3200MHz, 2 khe cắm, hỗ trợ tối đa 32GB",Full HD,2.3KG,Không,"2x Type-A USB 3.1 (Gen 1), 1x Type-A USB2.0, 1x RJ-45 LAN, 1x HDMI 2.0B, 1x COMBO audio jack",0,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx506lu.html,15.6 inches,,"4-cell, 90WHrs",
8GB,802.11ac 2×2 Wi-Fi,AMD Ryzen 7 – 4800H,0,"Ổ cứng SSD, Viền màn hình siêu mỏng",0,512GB PCIe® Gen3 SSD + 1slot SSD PCIE,5,26.990.000,Tấm nền IPS,Geforce GTX 1660Ti,,Laptop ASUS TUF Gaming FA506IU-AL127T,Windows 10 Home SL,0,"15.6"" FullHD (1920 x 1080). 144Hz, IPS Panel",2 loa,5,106,1920 x 1080 pixels (FullHD),HD 720p CMOS module,35.9 x 25.6 x 2.47 ~ 2.49 cm,"DDR4 3200Mhz, 2 khe cắm, hỗ trợ tối đa 32GB",Full HD,2.3 kg,Không,"1 x 3.5mm Audio Jack, 1 x Type C USB3.1 (GEN2) support DP function, 1 x Type-A USB2.0, 1x (4K @ 30Hz) HDMI, 1x RJ45, 2 x Type-A USB 3.1 (Gen 1)",0,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-ryzen-7.html,15.6 inches,Có,"4 cells, 90Whrs",25.990.000
